Unnamed: 0,Split,Plane,Ground,Filename,Label,Group
26,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1006793.jpg,1,2
27,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2188618.jpg,1,2
28,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1548405.jpg,1,2
29,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1362802.jpg,1,2
30,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0487358.jpg,1,2
31,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1763802.jpg,1,2
32,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1296896.jpg,1,2
33,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0928792.jpg,1,2
34,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1976400.jpg,1,2
35,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0081597.jpg,1,2
36,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1555985.jpg,1,2
37,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0684605.jpg,1,2
38,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1294490.jpg,1,2
39,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0829999.jpg,1,2
40,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1313348.jpg,1,2
41,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1413233.jpg,1,2
42,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0967855.jpg,1,2
43,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0980196.jpg,1,2
44,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0894380.jpg,1,2
45,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0771164.jpg,1,2
46,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0939497.jpg,1,2
47,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1382524.jpg,1,2
48,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1564943.jpg,1,2
49,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2026597.jpg,1,2
50,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1763666.jpg,1,2
51,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0728390.jpg,1,2
52,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1560579.jpg,1,2
53,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0469140.jpg,1,2
54,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1059090.jpg,1,2
55,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1259152.jpg,1,2
56,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1150188.jpg,1,2
57,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1230223.jpg,1,2
58,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0458661.jpg,1,2
59,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0443884.jpg,1,2
60,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0752124.jpg,1,2
61,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1097975.jpg,1,2
62,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0122393.jpg,1,2
63,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1337392.jpg,1,2
64,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2110536.jpg,1,2
65,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0182189.jpg,1,2
66,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2067977.jpg,1,2
67,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1948449.jpg,1,2
68,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0604668.jpg,1,2
69,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0367973.jpg,1,2
70,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1538841.jpg,1,2
71,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1309306.jpg,1,2
72,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0143080.jpg,1,2
73,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0143341.jpg,1,2
74,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1861153.jpg,1,2
75,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2031775.jpg,1,2
76,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1469691.jpg,1,2
77,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0960135.jpg,1,2
78,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1810723.jpg,1,2
79,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2222716.jpg,1,2
80,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0740907.jpg,1,2
81,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1546804.jpg,1,2
82,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1702255.jpg,1,2
83,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0056331.jpg,1,2
84,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2103080.jpg,1,2
85,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1560581.jpg,1,2
86,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0885966.jpg,1,2
87,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0447749.jpg,1,2
88,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2026894.jpg,1,2
89,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1136124.jpg,1,2
90,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2066262.jpg,1,2
91,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1187431.jpg,1,2
92,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0482761.jpg,1,2
93,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2213535.jpg,1,2
94,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0193983.jpg,1,2
95,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0781150.jpg,1,2
96,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1534214.jpg,1,2
97,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0492477.jpg,1,2
98,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1207591.jpg,1,2
99,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1418227.jpg,1,2
100,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1147739.jpg,1,2
101,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2248958.jpg,1,2
102,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1143413.jpg,1,2
103,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0923506.jpg,1,2
104,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1031497.jpg,1,2
105,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/1539525.jpg,1,2
106,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0939568.jpg,1,2
107,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0487370.jpg,1,2
108,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0729223.jpg,1,2
109,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0701140.jpg,1,2
110,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/2091929.jpg,1,2
111,train,Boeing,grass,data/planes/manufacturer/biased_ground_type/train/Boeing/grass/0225225.jpg,1,2
343,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0295746.jpg,0,1
344,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0147032.jpg,0,1
345,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1639831.jpg,0,1
346,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1909808.jpg,0,1
347,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1568879.jpg,0,1
348,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0618871.jpg,0,1
349,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1234832.jpg,0,1
350,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0205775.jpg,0,1
351,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1013358.jpg,0,1
352,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0215875.jpg,0,1
353,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0187671.jpg,0,1
354,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1599803.jpg,0,1
355,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0481841.jpg,0,1
356,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1891966.jpg,0,1
357,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0237414.jpg,0,1
358,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1380666.jpg,0,1
359,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0301964.jpg,0,1
360,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0824047.jpg,0,1
361,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1056320.jpg,0,1
362,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0237111.jpg,0,1
363,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1191117.jpg,0,1
364,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0807870.jpg,0,1
365,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0434343.jpg,0,1
366,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1885667.jpg,0,1
367,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0066413.jpg,0,1
368,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0796416.jpg,0,1
369,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1426948.jpg,0,1
370,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0185316.jpg,0,1
371,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0241450.jpg,0,1
372,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1621237.jpg,0,1
373,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0836146.jpg,0,1
374,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0175819.jpg,0,1
375,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0219233.jpg,0,1
376,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1389257.jpg,0,1
377,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0745521.jpg,0,1
378,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1840423.jpg,0,1
379,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/2025767.jpg,0,1
380,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/2258288.jpg,0,1
381,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0396589.jpg,0,1
382,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1617649.jpg,0,1
383,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0522853.jpg,0,1
384,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0181735.jpg,0,1
385,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1869981.jpg,0,1
386,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/2220792.jpg,0,1
387,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1857215.jpg,0,1
388,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1058491.jpg,0,1
389,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1004164.jpg,0,1
390,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1879898.jpg,0,1
391,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0418967.jpg,0,1
392,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0301967.jpg,0,1
393,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/2221573.jpg,0,1
394,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0127637.jpg,0,1
395,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1906074.jpg,0,1
396,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0066533.jpg,0,1
397,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1619902.jpg,0,1
398,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0114420.jpg,0,1
399,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1291894.jpg,0,1
400,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1333717.jpg,0,1
401,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1462854.jpg,0,1
402,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0681535.jpg,0,1
403,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0102223.jpg,0,1
404,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1423425.jpg,0,1
405,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1113588.jpg,0,1
406,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/2146985.jpg,0,1
407,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1831097.jpg,0,1
408,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0071197.jpg,0,1
409,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/0469779.jpg,0,1
410,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/2235142.jpg,0,1
411,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1858302.jpg,0,1
412,train,Airbus,road,data/planes/manufacturer/biased_ground_type/train/Airbus/road/1945366.jpg,0,1
0,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0478342.jpg,1,3
1,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2130084.jpg,1,3
2,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1810927.jpg,1,3
3,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2204922.jpg,1,3
4,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0802262.jpg,1,3
5,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2221303.jpg,1,3
6,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1818747.jpg,1,3
7,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0337266.jpg,1,3
8,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1200648.jpg,1,3
9,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0127627.jpg,1,3
10,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0487356.jpg,1,3
11,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1810920.jpg,1,3
12,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1375368.jpg,1,3
13,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1918572.jpg,1,3
14,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0151672.jpg,1,3
15,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1847312.jpg,1,3
16,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1340228.jpg,1,3
17,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1582400.jpg,1,3
18,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1298912.jpg,1,3
19,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2132127.jpg,1,3
20,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1059813.jpg,1,3
21,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1330831.jpg,1,3
22,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1980188.jpg,1,3
23,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0852827.jpg,1,3
24,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1687908.jpg,1,3
25,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1607459.jpg,1,3
26,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0448050.jpg,1,3
27,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2119860.jpg,1,3
28,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1146233.jpg,1,3
29,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1368847.jpg,1,3
30,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0840357.jpg,1,3
31,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0523013.jpg,1,3
32,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0721593.jpg,1,3
33,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2183378.jpg,1,3
34,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1741519.jpg,1,3
35,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0487364.jpg,1,3
36,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0863830.jpg,1,3
37,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1165767.jpg,1,3
38,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1902309.jpg,1,3
39,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1237622.jpg,1,3
40,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1476615.jpg,1,3
41,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0798632.jpg,1,3
42,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0662343.jpg,1,3
43,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0218812.jpg,1,3
44,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0257025.jpg,1,3
45,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0923571.jpg,1,3
46,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0768173.jpg,1,3
47,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1259556.jpg,1,3
48,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0702868.jpg,1,3
49,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0127058.jpg,1,3
50,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1187709.jpg,1,3
51,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1358854.jpg,1,3
52,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0894208.jpg,1,3
53,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2176725.jpg,1,3
54,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2002333.jpg,1,3
55,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1647406.jpg,1,3
56,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0921022.jpg,1,3
57,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0447753.jpg,1,3
58,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1486383.jpg,1,3
59,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2080684.jpg,1,3
60,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1256464.jpg,1,3
61,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1718899.jpg,1,3
62,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1703213.jpg,1,3
63,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1503761.jpg,1,3
64,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2069690.jpg,1,3
65,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0328231.jpg,1,3
66,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1145144.jpg,1,3
67,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1899111.jpg,1,3
68,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1700644.jpg,1,3
69,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1615563.jpg,1,3
70,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0983934.jpg,1,3
71,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0090868.jpg,1,3
72,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2081094.jpg,1,3
73,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1456005.jpg,1,3
74,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1384649.jpg,1,3
75,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1206451.jpg,1,3
76,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0092334.jpg,1,3
77,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1401062.jpg,1,3
78,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0993061.jpg,1,3
79,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0766314.jpg,1,3
80,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1913641.jpg,1,3
81,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2188154.jpg,1,3
82,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0097935.jpg,1,3
83,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0987619.jpg,1,3
84,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/2017851.jpg,1,3
85,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0958129.jpg,1,3
86,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0442918.jpg,1,3
87,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1356102.jpg,1,3
88,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0977350.jpg,1,3
89,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0233765.jpg,1,3
90,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0784350.jpg,1,3
91,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1906287.jpg,1,3
92,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1758487.jpg,1,3
93,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1379983.jpg,1,3
94,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/1877324.jpg,1,3
95,train,Boeing,air,data/planes/manufacturer/biased/train/Boeing/air/0926105.jpg,1,3
