,Unnamed: 0,split,location_remapped,location,sequence_remapped,seq_id,y,category_id,datetime,filename,image_id
58281,58281,train,1,1,92,2ffda49a-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-20 11:37:23.000,868f89d2-21bc-11ea-a13a-137349068a90.jpg,868f89d2-21bc-11ea-a13a-137349068a90
58282,58282,train,1,1,93,2ffda512-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-20 11:37:24.000,880a68e0-21bc-11ea-a13a-137349068a90.jpg,880a68e0-21bc-11ea-a13a-137349068a90
58283,58283,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:38:54.000,89a4f396-21bc-11ea-a13a-137349068a90.jpg,89a4f396-21bc-11ea-a13a-137349068a90
58284,58284,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:38:55.000,9138ae86-21bc-11ea-a13a-137349068a90.jpg,9138ae86-21bc-11ea-a13a-137349068a90
58285,58285,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:38:56.000,8be1a5aa-21bc-11ea-a13a-137349068a90.jpg,8be1a5aa-21bc-11ea-a13a-137349068a90
58286,58286,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:39:31.000,8b93835c-21bc-11ea-a13a-137349068a90.jpg,8b93835c-21bc-11ea-a13a-137349068a90
58287,58287,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:39:32.000,9179509e-21bc-11ea-a13a-137349068a90.jpg,9179509e-21bc-11ea-a13a-137349068a90
58288,58288,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:39:33.000,879d00a2-21bc-11ea-a13a-137349068a90.jpg,879d00a2-21bc-11ea-a13a-137349068a90
58289,58289,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:39:49.000,8e31e450-21bc-11ea-a13a-137349068a90.jpg,8e31e450-21bc-11ea-a13a-137349068a90
58290,58290,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:39:50.000,965cd478-21bc-11ea-a13a-137349068a90.jpg,965cd478-21bc-11ea-a13a-137349068a90
58291,58291,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:39:51.000,87fdf9d4-21bc-11ea-a13a-137349068a90.jpg,87fdf9d4-21bc-11ea-a13a-137349068a90
58292,58292,train,1,1,827,30004ace-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:40:06.000,93e2766c-21bc-11ea-a13a-137349068a90.jpg,93e2766c-21bc-11ea-a13a-137349068a90
58293,58293,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:40:07.000,921d4190-21bc-11ea-a13a-137349068a90.jpg,921d4190-21bc-11ea-a13a-137349068a90
58294,58294,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:40:08.000,928efc04-21bc-11ea-a13a-137349068a90.jpg,928efc04-21bc-11ea-a13a-137349068a90
58295,58295,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:40:24.000,88c53f12-21bc-11ea-a13a-137349068a90.jpg,88c53f12-21bc-11ea-a13a-137349068a90
58296,58296,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:40:25.000,9358564e-21bc-11ea-a13a-137349068a90.jpg,9358564e-21bc-11ea-a13a-137349068a90
58297,58297,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:40:26.000,8dfc5f7e-21bc-11ea-a13a-137349068a90.jpg,8dfc5f7e-21bc-11ea-a13a-137349068a90
58298,58298,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:40:42.000,912df1c6-21bc-11ea-a13a-137349068a90.jpg,912df1c6-21bc-11ea-a13a-137349068a90
58299,58299,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:40:43.000,98467988-21bc-11ea-a13a-137349068a90.jpg,98467988-21bc-11ea-a13a-137349068a90
58300,58300,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:40:44.000,8c591900-21bc-11ea-a13a-137349068a90.jpg,8c591900-21bc-11ea-a13a-137349068a90
58301,58301,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:41:01.000,86ce89c0-21bc-11ea-a13a-137349068a90.jpg,86ce89c0-21bc-11ea-a13a-137349068a90
58302,58302,train,1,1,828,30004b78-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:41:02.000,89d72e38-21bc-11ea-a13a-137349068a90.jpg,89d72e38-21bc-11ea-a13a-137349068a90
58303,58303,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:41:03.000,8cfa9924-21bc-11ea-a13a-137349068a90.jpg,8cfa9924-21bc-11ea-a13a-137349068a90
58304,58304,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:41:19.000,97fbdc48-21bc-11ea-a13a-137349068a90.jpg,97fbdc48-21bc-11ea-a13a-137349068a90
58305,58305,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:41:20.000,99104ad8-21bc-11ea-a13a-137349068a90.jpg,99104ad8-21bc-11ea-a13a-137349068a90
58306,58306,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:41:21.000,933a75ca-21bc-11ea-a13a-137349068a90.jpg,933a75ca-21bc-11ea-a13a-137349068a90
58307,58307,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:41:37.000,939ac6a0-21bc-11ea-a13a-137349068a90.jpg,939ac6a0-21bc-11ea-a13a-137349068a90
58308,58308,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:41:38.000,9665e644-21bc-11ea-a13a-137349068a90.jpg,9665e644-21bc-11ea-a13a-137349068a90
58309,58309,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:41:39.000,97e7622c-21bc-11ea-a13a-137349068a90.jpg,97e7622c-21bc-11ea-a13a-137349068a90
58310,58310,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:42:02.000,8fd605b6-21bc-11ea-a13a-137349068a90.jpg,8fd605b6-21bc-11ea-a13a-137349068a90
58311,58311,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:42:03.000,98acb4dc-21bc-11ea-a13a-137349068a90.jpg,98acb4dc-21bc-11ea-a13a-137349068a90
58312,58312,train,1,1,829,30004bf0-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:42:04.000,96eb075c-21bc-11ea-a13a-137349068a90.jpg,96eb075c-21bc-11ea-a13a-137349068a90
58313,58313,train,1,1,830,30004c68-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:42:21.000,8cd08bd4-21bc-11ea-a13a-137349068a90.jpg,8cd08bd4-21bc-11ea-a13a-137349068a90
58314,58314,train,1,1,830,30004c68-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:42:22.000,889d9692-21bc-11ea-a13a-137349068a90.jpg,889d9692-21bc-11ea-a13a-137349068a90
58315,58315,train,1,1,830,30004c68-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:42:23.000,8931383e-21bc-11ea-a13a-137349068a90.jpg,8931383e-21bc-11ea-a13a-137349068a90
58316,58316,train,1,1,830,30004c68-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:43:09.000,8739a76e-21bc-11ea-a13a-137349068a90.jpg,8739a76e-21bc-11ea-a13a-137349068a90
58317,58317,train,1,1,830,30004c68-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:43:10.000,966de8bc-21bc-11ea-a13a-137349068a90.jpg,966de8bc-21bc-11ea-a13a-137349068a90
58318,58318,train,1,1,830,30004c68-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:43:11.000,89ee679c-21bc-11ea-a13a-137349068a90.jpg,89ee679c-21bc-11ea-a13a-137349068a90
58319,58319,train,1,1,830,30004c68-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:43:27.000,9442019a-21bc-11ea-a13a-137349068a90.jpg,9442019a-21bc-11ea-a13a-137349068a90
58320,58320,train,1,1,830,30004c68-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:43:28.000,8a69e5fc-21bc-11ea-a13a-137349068a90.jpg,8a69e5fc-21bc-11ea-a13a-137349068a90
58321,58321,train,1,1,830,30004c68-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-23 11:43:29.000,8931a440-21bc-11ea-a13a-137349068a90.jpg,8931a440-21bc-11ea-a13a-137349068a90
58322,58322,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:47:24.000,95e26eea-21bc-11ea-a13a-137349068a90.jpg,95e26eea-21bc-11ea-a13a-137349068a90
58323,58323,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:47:25.000,899a1cdc-21bc-11ea-a13a-137349068a90.jpg,899a1cdc-21bc-11ea-a13a-137349068a90
58324,58324,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:47:26.000,97aa909a-21bc-11ea-a13a-137349068a90.jpg,97aa909a-21bc-11ea-a13a-137349068a90
58325,58325,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:47:44.000,9230fc8a-21bc-11ea-a13a-137349068a90.jpg,9230fc8a-21bc-11ea-a13a-137349068a90
58326,58326,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:47:45.000,8b53636c-21bc-11ea-a13a-137349068a90.jpg,8b53636c-21bc-11ea-a13a-137349068a90
58327,58327,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:47:46.000,894ef590-21bc-11ea-a13a-137349068a90.jpg,894ef590-21bc-11ea-a13a-137349068a90
58328,58328,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:48:37.000,88082b5c-21bc-11ea-a13a-137349068a90.jpg,88082b5c-21bc-11ea-a13a-137349068a90
58329,58329,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:48:38.000,911a7812-21bc-11ea-a13a-137349068a90.jpg,911a7812-21bc-11ea-a13a-137349068a90
58330,58330,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:48:39.000,97af0454-21bc-11ea-a13a-137349068a90.jpg,97af0454-21bc-11ea-a13a-137349068a90
58331,58331,train,1,1,1046,30010b26-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:48:56.000,906c7e88-21bc-11ea-a13a-137349068a90.jpg,906c7e88-21bc-11ea-a13a-137349068a90
58332,58332,train,1,1,1047,30010ba8-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:48:57.000,93302a7a-21bc-11ea-a13a-137349068a90.jpg,93302a7a-21bc-11ea-a13a-137349068a90
58333,58333,train,1,1,1047,30010ba8-7d42-11eb-8fb5-0242ac1c0002,32,90,2013-02-07 00:48:58.000,8946046c-21bc-11ea-a13a-137349068a90.jpg,8946046c-21bc-11ea-a13a-137349068a90
58334,58334,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:43:03.000,952d3638-21bc-11ea-a13a-137349068a90.jpg,952d3638-21bc-11ea-a13a-137349068a90
58335,58335,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:43:04.000,9053d6b2-21bc-11ea-a13a-137349068a90.jpg,9053d6b2-21bc-11ea-a13a-137349068a90
58336,58336,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:43:05.000,8c59e272-21bc-11ea-a13a-137349068a90.jpg,8c59e272-21bc-11ea-a13a-137349068a90
58337,58337,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:43:41.000,88b89848-21bc-11ea-a13a-137349068a90.jpg,88b89848-21bc-11ea-a13a-137349068a90
58338,58338,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:43:42.000,8887d802-21bc-11ea-a13a-137349068a90.jpg,8887d802-21bc-11ea-a13a-137349068a90
58339,58339,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:43:43.000,972dc6dc-21bc-11ea-a13a-137349068a90.jpg,972dc6dc-21bc-11ea-a13a-137349068a90
58340,58340,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:44:18.000,87d9ae94-21bc-11ea-a13a-137349068a90.jpg,87d9ae94-21bc-11ea-a13a-137349068a90
58341,58341,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:44:19.000,93db4cf2-21bc-11ea-a13a-137349068a90.jpg,93db4cf2-21bc-11ea-a13a-137349068a90
58342,58342,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:44:20.000,9603478c-21bc-11ea-a13a-137349068a90.jpg,9603478c-21bc-11ea-a13a-137349068a90
58343,58343,train,1,1,10880,30237b0c-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-01-29 03:44:37.000,895ad3e2-21bc-11ea-a13a-137349068a90.jpg,895ad3e2-21bc-11ea-a13a-137349068a90
58344,58344,train,1,1,10881,30237b84-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-01-29 03:44:38.000,8992646a-21bc-11ea-a13a-137349068a90.jpg,8992646a-21bc-11ea-a13a-137349068a90
58345,58345,train,1,1,10881,30237b84-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-01-29 03:44:39.000,89e1b8e4-21bc-11ea-a13a-137349068a90.jpg,89e1b8e4-21bc-11ea-a13a-137349068a90
58346,58346,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:00:46.000,94cffc66-21bc-11ea-a13a-137349068a90.jpg,94cffc66-21bc-11ea-a13a-137349068a90
58347,58347,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:00:47.000,968db9f8-21bc-11ea-a13a-137349068a90.jpg,968db9f8-21bc-11ea-a13a-137349068a90
58348,58348,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:00:48.000,94671778-21bc-11ea-a13a-137349068a90.jpg,94671778-21bc-11ea-a13a-137349068a90
58349,58349,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:01:03.000,8ce27a56-21bc-11ea-a13a-137349068a90.jpg,8ce27a56-21bc-11ea-a13a-137349068a90
58350,58350,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:01:04.000,8db5bf2e-21bc-11ea-a13a-137349068a90.jpg,8db5bf2e-21bc-11ea-a13a-137349068a90
58351,58351,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:01:05.000,885b8928-21bc-11ea-a13a-137349068a90.jpg,885b8928-21bc-11ea-a13a-137349068a90
58352,58352,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:01:33.000,939322ba-21bc-11ea-a13a-137349068a90.jpg,939322ba-21bc-11ea-a13a-137349068a90
58353,58353,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:01:34.000,97277fde-21bc-11ea-a13a-137349068a90.jpg,97277fde-21bc-11ea-a13a-137349068a90
58354,58354,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:01:35.000,8cd1ce72-21bc-11ea-a13a-137349068a90.jpg,8cd1ce72-21bc-11ea-a13a-137349068a90
58355,58355,train,1,1,11419,30255396-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:02:03.000,8ce3fc28-21bc-11ea-a13a-137349068a90.jpg,8ce3fc28-21bc-11ea-a13a-137349068a90
58356,58356,train,1,1,11420,30255418-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:02:04.000,8b07549a-21bc-11ea-a13a-137349068a90.jpg,8b07549a-21bc-11ea-a13a-137349068a90
58357,58357,train,1,1,11420,30255418-7d42-11eb-8fb5-0242ac1c0002,48,111,2013-02-08 09:02:05.000,971aa8ae-21bc-11ea-a13a-137349068a90.jpg,971aa8ae-21bc-11ea-a13a-137349068a90
58358,58358,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:58:29.000,905cfeb8-21bc-11ea-a13a-137349068a90.jpg,905cfeb8-21bc-11ea-a13a-137349068a90
58359,58359,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:58:30.000,8de822c0-21bc-11ea-a13a-137349068a90.jpg,8de822c0-21bc-11ea-a13a-137349068a90
58360,58360,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:58:31.000,947dca72-21bc-11ea-a13a-137349068a90.jpg,947dca72-21bc-11ea-a13a-137349068a90
58361,58361,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:58:47.000,9647c7ae-21bc-11ea-a13a-137349068a90.jpg,9647c7ae-21bc-11ea-a13a-137349068a90
58362,58362,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:58:48.000,8d6df572-21bc-11ea-a13a-137349068a90.jpg,8d6df572-21bc-11ea-a13a-137349068a90
58363,58363,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:58:49.000,87ec178c-21bc-11ea-a13a-137349068a90.jpg,87ec178c-21bc-11ea-a13a-137349068a90
58364,58364,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:59:05.000,8c7d1d64-21bc-11ea-a13a-137349068a90.jpg,8c7d1d64-21bc-11ea-a13a-137349068a90
58365,58365,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:59:06.000,96bd5078-21bc-11ea-a13a-137349068a90.jpg,96bd5078-21bc-11ea-a13a-137349068a90
58366,58366,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:59:07.000,980b545c-21bc-11ea-a13a-137349068a90.jpg,980b545c-21bc-11ea-a13a-137349068a90
58367,58367,train,1,1,12009,302760d2-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:59:26.000,94f408a4-21bc-11ea-a13a-137349068a90.jpg,94f408a4-21bc-11ea-a13a-137349068a90
58368,58368,train,1,1,12010,3027615e-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:59:27.000,8b7a01ac-21bc-11ea-a13a-137349068a90.jpg,8b7a01ac-21bc-11ea-a13a-137349068a90
58369,58369,train,1,1,12010,3027615e-7d42-11eb-8fb5-0242ac1c0002,36,96,2013-02-08 07:59:28.000,8a41f6d2-21bc-11ea-a13a-137349068a90.jpg,8a41f6d2-21bc-11ea-a13a-137349068a90
58370,58370,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:46:24.000,89b6b590-21bc-11ea-a13a-137349068a90.jpg,89b6b590-21bc-11ea-a13a-137349068a90
58371,58371,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:46:25.000,8c5b713c-21bc-11ea-a13a-137349068a90.jpg,8c5b713c-21bc-11ea-a13a-137349068a90
58372,58372,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:46:26.000,9128b544-21bc-11ea-a13a-137349068a90.jpg,9128b544-21bc-11ea-a13a-137349068a90
58373,58373,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:46:41.000,8a7c7460-21bc-11ea-a13a-137349068a90.jpg,8a7c7460-21bc-11ea-a13a-137349068a90
58374,58374,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:46:42.000,9446ecdc-21bc-11ea-a13a-137349068a90.jpg,9446ecdc-21bc-11ea-a13a-137349068a90
58375,58375,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:46:43.000,98d37676-21bc-11ea-a13a-137349068a90.jpg,98d37676-21bc-11ea-a13a-137349068a90
58376,58376,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:47:13.000,884a06b2-21bc-11ea-a13a-137349068a90.jpg,884a06b2-21bc-11ea-a13a-137349068a90
58377,58377,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:47:14.000,8b3a7f82-21bc-11ea-a13a-137349068a90.jpg,8b3a7f82-21bc-11ea-a13a-137349068a90
58378,58378,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:47:15.000,938a564e-21bc-11ea-a13a-137349068a90.jpg,938a564e-21bc-11ea-a13a-137349068a90
58379,58379,train,1,1,12501,30291d82-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:47:31.000,92a28986-21bc-11ea-a13a-137349068a90.jpg,92a28986-21bc-11ea-a13a-137349068a90
58380,58380,train,1,1,12502,30291e0e-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:47:32.000,92feb274-21bc-11ea-a13a-137349068a90.jpg,92feb274-21bc-11ea-a13a-137349068a90
58381,58381,train,1,1,12502,30291e0e-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:47:33.000,98833116-21bc-11ea-a13a-137349068a90.jpg,98833116-21bc-11ea-a13a-137349068a90
58382,58382,train,1,1,12502,30291e0e-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:47:50.000,92b88f4c-21bc-11ea-a13a-137349068a90.jpg,92b88f4c-21bc-11ea-a13a-137349068a90
58383,58383,train,1,1,12502,30291e0e-7d42-11eb-8fb5-0242ac1c0002,24,71,2013-01-26 13:47:51.000,89f856ee-21bc-11ea-a13a-137349068a90.jpg,89f856ee-21bc-11ea-a13a-137349068a90
