Unnamed: 0.1,Unnamed: 0,split,location_remapped,location,sequence_remapped,seq_id,y,category_id,datetime,filename,image_id
153077,153077,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:32.000,93b4ab9c-21bc-11ea-a13a-137349068a90.jpg,93b4ab9c-21bc-11ea-a13a-137349068a90
153078,153078,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:33.000,8e190cfa-21bc-11ea-a13a-137349068a90.jpg,8e190cfa-21bc-11ea-a13a-137349068a90
153079,153079,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:34.000,95fd139e-21bc-11ea-a13a-137349068a90.jpg,95fd139e-21bc-11ea-a13a-137349068a90
153080,153080,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:34.000,92c08f8a-21bc-11ea-a13a-137349068a90.jpg,92c08f8a-21bc-11ea-a13a-137349068a90
153081,153081,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:35.000,8795c6de-21bc-11ea-a13a-137349068a90.jpg,8795c6de-21bc-11ea-a13a-137349068a90
153082,153082,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:36.000,9656097c-21bc-11ea-a13a-137349068a90.jpg,9656097c-21bc-11ea-a13a-137349068a90
153083,153083,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:37.000,8cec8078-21bc-11ea-a13a-137349068a90.jpg,8cec8078-21bc-11ea-a13a-137349068a90
153084,153084,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:37.000,8cec9d56-21bc-11ea-a13a-137349068a90.jpg,8cec9d56-21bc-11ea-a13a-137349068a90
153085,153085,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:38.000,8a2dacea-21bc-11ea-a13a-137349068a90.jpg,8a2dacea-21bc-11ea-a13a-137349068a90
153086,153086,train,243,428,4967,300e06f0-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 01:00:38.000,916f7a60-21bc-11ea-a13a-137349068a90.jpg,916f7a60-21bc-11ea-a13a-137349068a90
153087,153087,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:18.000,86a0b374-21bc-11ea-a13a-137349068a90.jpg,86a0b374-21bc-11ea-a13a-137349068a90
153088,153088,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:19.000,9880197c-21bc-11ea-a13a-137349068a90.jpg,9880197c-21bc-11ea-a13a-137349068a90
153089,153089,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:20.000,8d4565d0-21bc-11ea-a13a-137349068a90.jpg,8d4565d0-21bc-11ea-a13a-137349068a90
153090,153090,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:21.000,8b41bb26-21bc-11ea-a13a-137349068a90.jpg,8b41bb26-21bc-11ea-a13a-137349068a90
153091,153091,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:21.000,8d082b3e-21bc-11ea-a13a-137349068a90.jpg,8d082b3e-21bc-11ea-a13a-137349068a90
153092,153092,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:22.000,947bba16-21bc-11ea-a13a-137349068a90.jpg,947bba16-21bc-11ea-a13a-137349068a90
153093,153093,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:22.000,883a4434-21bc-11ea-a13a-137349068a90.jpg,883a4434-21bc-11ea-a13a-137349068a90
153094,153094,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:23.000,920a8262-21bc-11ea-a13a-137349068a90.jpg,920a8262-21bc-11ea-a13a-137349068a90
153095,153095,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:24.000,964c5aa8-21bc-11ea-a13a-137349068a90.jpg,964c5aa8-21bc-11ea-a13a-137349068a90
153096,153096,train,243,428,4968,300e0812-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-18 02:49:24.000,8e9ba2a0-21bc-11ea-a13a-137349068a90.jpg,8e9ba2a0-21bc-11ea-a13a-137349068a90
153247,153247,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:02.000,8f616864-21bc-11ea-a13a-137349068a90.jpg,8f616864-21bc-11ea-a13a-137349068a90
153248,153248,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:03.000,91bd4538-21bc-11ea-a13a-137349068a90.jpg,91bd4538-21bc-11ea-a13a-137349068a90
153249,153249,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:04.000,88a3e07e-21bc-11ea-a13a-137349068a90.jpg,88a3e07e-21bc-11ea-a13a-137349068a90
153250,153250,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:04.000,8d8a8f8e-21bc-11ea-a13a-137349068a90.jpg,8d8a8f8e-21bc-11ea-a13a-137349068a90
153251,153251,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:05.000,897ba55e-21bc-11ea-a13a-137349068a90.jpg,897ba55e-21bc-11ea-a13a-137349068a90
153252,153252,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:06.000,8cbf1746-21bc-11ea-a13a-137349068a90.jpg,8cbf1746-21bc-11ea-a13a-137349068a90
153253,153253,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:06.000,8c19cf98-21bc-11ea-a13a-137349068a90.jpg,8c19cf98-21bc-11ea-a13a-137349068a90
153254,153254,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:07.000,912395b4-21bc-11ea-a13a-137349068a90.jpg,912395b4-21bc-11ea-a13a-137349068a90
153255,153255,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:07.000,912e1886-21bc-11ea-a13a-137349068a90.jpg,912e1886-21bc-11ea-a13a-137349068a90
153256,153256,train,243,428,4984,300e1406-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:08.000,8c9b9cc6-21bc-11ea-a13a-137349068a90.jpg,8c9b9cc6-21bc-11ea-a13a-137349068a90
153257,153257,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:12.000,8eebbfe2-21bc-11ea-a13a-137349068a90.jpg,8eebbfe2-21bc-11ea-a13a-137349068a90
153258,153258,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:13.000,95b7099e-21bc-11ea-a13a-137349068a90.jpg,95b7099e-21bc-11ea-a13a-137349068a90
153259,153259,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:13.000,93ef805a-21bc-11ea-a13a-137349068a90.jpg,93ef805a-21bc-11ea-a13a-137349068a90
153260,153260,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:14.000,95780078-21bc-11ea-a13a-137349068a90.jpg,95780078-21bc-11ea-a13a-137349068a90
153261,153261,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:15.000,94782d9c-21bc-11ea-a13a-137349068a90.jpg,94782d9c-21bc-11ea-a13a-137349068a90
153262,153262,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:15.000,88f48d8a-21bc-11ea-a13a-137349068a90.jpg,88f48d8a-21bc-11ea-a13a-137349068a90
153263,153263,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:16.000,86b565bc-21bc-11ea-a13a-137349068a90.jpg,86b565bc-21bc-11ea-a13a-137349068a90
153264,153264,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:17.000,92c01d2a-21bc-11ea-a13a-137349068a90.jpg,92c01d2a-21bc-11ea-a13a-137349068a90
153265,153265,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:17.000,875d63b6-21bc-11ea-a13a-137349068a90.jpg,875d63b6-21bc-11ea-a13a-137349068a90
153266,153266,train,243,428,4985,300e147e-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:18.000,96803396-21bc-11ea-a13a-137349068a90.jpg,96803396-21bc-11ea-a13a-137349068a90
153267,153267,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:19.000,960010c6-21bc-11ea-a13a-137349068a90.jpg,960010c6-21bc-11ea-a13a-137349068a90
153268,153268,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:20.000,87eb9c80-21bc-11ea-a13a-137349068a90.jpg,87eb9c80-21bc-11ea-a13a-137349068a90
153269,153269,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:21.000,937037e6-21bc-11ea-a13a-137349068a90.jpg,937037e6-21bc-11ea-a13a-137349068a90
153270,153270,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:22.000,963efa2a-21bc-11ea-a13a-137349068a90.jpg,963efa2a-21bc-11ea-a13a-137349068a90
153271,153271,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:22.000,86dd7232-21bc-11ea-a13a-137349068a90.jpg,86dd7232-21bc-11ea-a13a-137349068a90
153272,153272,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:23.000,875e212a-21bc-11ea-a13a-137349068a90.jpg,875e212a-21bc-11ea-a13a-137349068a90
153273,153273,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:24.000,92468910-21bc-11ea-a13a-137349068a90.jpg,92468910-21bc-11ea-a13a-137349068a90
153274,153274,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:24.000,978538c2-21bc-11ea-a13a-137349068a90.jpg,978538c2-21bc-11ea-a13a-137349068a90
153275,153275,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:25.000,86ad4a58-21bc-11ea-a13a-137349068a90.jpg,86ad4a58-21bc-11ea-a13a-137349068a90
153276,153276,train,243,428,4986,300e14f6-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:26.000,8d15dd42-21bc-11ea-a13a-137349068a90.jpg,8d15dd42-21bc-11ea-a13a-137349068a90
153277,153277,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:35.000,8b1a1eae-21bc-11ea-a13a-137349068a90.jpg,8b1a1eae-21bc-11ea-a13a-137349068a90
153278,153278,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:36.000,8e9c8ada-21bc-11ea-a13a-137349068a90.jpg,8e9c8ada-21bc-11ea-a13a-137349068a90
153279,153279,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:36.000,8d9781f8-21bc-11ea-a13a-137349068a90.jpg,8d9781f8-21bc-11ea-a13a-137349068a90
153280,153280,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:37.000,98a45d96-21bc-11ea-a13a-137349068a90.jpg,98a45d96-21bc-11ea-a13a-137349068a90
153281,153281,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:38.000,95a89d28-21bc-11ea-a13a-137349068a90.jpg,95a89d28-21bc-11ea-a13a-137349068a90
153282,153282,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:39.000,8e797464-21bc-11ea-a13a-137349068a90.jpg,8e797464-21bc-11ea-a13a-137349068a90
153283,153283,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:39.000,91158d48-21bc-11ea-a13a-137349068a90.jpg,91158d48-21bc-11ea-a13a-137349068a90
153284,153284,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:40.000,8e9e3b50-21bc-11ea-a13a-137349068a90.jpg,8e9e3b50-21bc-11ea-a13a-137349068a90
153285,153285,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:40.000,8e73be7a-21bc-11ea-a13a-137349068a90.jpg,8e73be7a-21bc-11ea-a13a-137349068a90
153286,153286,train,243,428,4987,300e1578-7d42-11eb-8fb5-0242ac1c0002,148,375,2013-06-30 23:58:41.000,921e392e-21bc-11ea-a13a-137349068a90.jpg,921e392e-21bc-11ea-a13a-137349068a90
153377,153377,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:07.000,8d5c6c94-21bc-11ea-a13a-137349068a90.jpg,8d5c6c94-21bc-11ea-a13a-137349068a90
153378,153378,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:08.000,8a435c3e-21bc-11ea-a13a-137349068a90.jpg,8a435c3e-21bc-11ea-a13a-137349068a90
153379,153379,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:09.000,86a01e00-21bc-11ea-a13a-137349068a90.jpg,86a01e00-21bc-11ea-a13a-137349068a90
153380,153380,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:09.000,8a1e9d5e-21bc-11ea-a13a-137349068a90.jpg,8a1e9d5e-21bc-11ea-a13a-137349068a90
153381,153381,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:10.000,8bee5c28-21bc-11ea-a13a-137349068a90.jpg,8bee5c28-21bc-11ea-a13a-137349068a90
153382,153382,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:11.000,92cb6e50-21bc-11ea-a13a-137349068a90.jpg,92cb6e50-21bc-11ea-a13a-137349068a90
153383,153383,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:11.000,89b614a0-21bc-11ea-a13a-137349068a90.jpg,89b614a0-21bc-11ea-a13a-137349068a90
153384,153384,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:12.000,941c93ba-21bc-11ea-a13a-137349068a90.jpg,941c93ba-21bc-11ea-a13a-137349068a90
153385,153385,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:12.000,8a360d04-21bc-11ea-a13a-137349068a90.jpg,8a360d04-21bc-11ea-a13a-137349068a90
153386,153386,train,243,428,4997,300e1f1e-7d42-11eb-8fb5-0242ac1c0002,0,0,2013-07-17 06:07:13.000,8e33f70e-21bc-11ea-a13a-137349068a90.jpg,8e33f70e-21bc-11ea-a13a-137349068a90
